call_count,is_exported,used_in_tests,dynamic_call_risk,cyclomatic_complexity,file_depth,dead_code_probability,label
0,0,0,0.1,9,6,0.774,1
0,0,0,0.08,4,5,0.946,1
6,0,1,0.4,3,7,0.116,0
4,0,1,0.36,13,9,0.089,0
0,0,0,0.14,5,6,0.724,1
0,0,0,0.18,8,7,0.862,1
0,0,0,0.25,7,6,0.79,1
7,1,1,0.18,11,4,0.289,0
0,0,0,0.05,8,8,0.739,1
0,0,0,0.1,1,9,0.923,1
0,0,0,0.37,9,9,0.733,1
5,1,1,0.23,5,5,0.036,0
9,0,1,0.49,11,8,0.104,0
0,0,0,0.18,14,7,0.892,1
10,0,1,0.38,8,5,0.162,0
0,0,0,0.17,11,7,0.816,1
5,0,1,0.33,4,2,0.057,0
0,0,0,0.16,9,4,0.733,1
5,0,1,0.17,9,4,0.221,0
6,1,1,0.03,2,8,0.232,0
5,0,1,0.1,13,8,0.165,0
3,1,1,0.25,11,9,0.226,0
0,0,0,0.46,4,6,0.756,1
0,0,0,0.38,7,2,0.728,1
2,1,1,0.02,3,5,0.184,0
4,0,1,0.78,1,4,0.035,0
7,0,1,0.51,14,8,0.213,0
2,0,1,0.06,3,9,0.253,0
10,1,1,0.32,3,7,0.197,0
0,0,0,0.18,5,2,0.887,1
0,0,0,0.07,6,8,0.808,1
0,0,0,0.05,1,4,0.855,1
10,0,1,0.4,1,5,0.082,0
0,0,0,0.3,3,4,0.972,1
3,0,1,0.22,5,6,0.167,0
9,0,1,0.54,2,6,0.07,0
4,1,1,0.24,12,8,0.183,0
0,0,0,0.31,13,3,0.841,1
4,0,1,0.29,3,1,0.191,0
0,0,0,0.59,4,6,0.756,1
0,0,0,0.52,9,4,0.926,1
0,0,0,0.35,14,9,0.718,1
0,0,0,0.12,5,5,0.889,1
4,0,1,0.08,7,3,0.281,0
0,0,0,0.15,3,8,0.892,1
3,1,1,0.41,2,2,0.236,0
0,0,0,0.1,7,2,0.831,1
3,1,1,0.29,8,9,0.209,0
0,0,0,0.38,10,2,0.739,1
9,1,1,0.21,8,2,0.215,0
7,0,1,0.17,7,4,0.091,0
0,0,0,0.36,6,6,0.741,1
0,0,0,0.32,3,6,0.885,1
0,0,0,0.24,13,2,0.873,1
0,0,0,0.06,6,5,0.96,1
6,0,1,0.12,6,7,0.192,0
2,1,1,0.15,1,4,0.057,0
8,1,1,0.53,9,4,0.246,0
2,0,1,0.43,13,3,0.095,0
0,0,0,0.3,12,8,0.754,1
4,1,1,0.31,10,8,0.076,0
9,1,1,0.04,14,9,0.265,0
4,0,1,0.31,14,6,0.218,0
0,0,0,0.61,10,7,0.805,1
0,0,0,0.56,11,1,0.867,1
2,0,1,0.69,6,8,0.232,0
0,0,0,0.16,10,5,0.834,1
8,0,1,0.71,10,5,0.128,0
0,0,0,0.48,12,2,0.765,1
8,1,1,0.32,8,2,0.161,0
0,0,0,0.36,9,4,0.924,1
0,0,0,0.77,6,9,0.933,1
2,0,1,0.07,12,5,0.285,0
4,0,1,0.28,5,1,0.285,0
0,0,0,0.22,8,2,0.737,1
6,1,1,0.46,6,8,0.274,0
0,0,0,0.34,8,5,0.857,1
4,0,1,0.47,1,2,0.153,0
2,0,1,0.02,11,5,0.253,0
8,0,1,0.29,2,2,0.297,0
10,1,1,0.26,2,3,0.25,0
0,0,0,0.16,10,6,0.899,1
2,1,1,0.34,4,1,0.183,0
7,0,1,0.37,3,8,0.147,0
0,0,0,0.2,9,5,0.819,1
0,0,0,0.49,11,4,0.825,1
7,1,1,0.3,13,8,0.055,0
0,0,0,0.17,2,4,0.717,1
3,1,1,0.24,10,7,0.071,0
10,1,1,0.12,4,1,0.06,0
0,0,0,0.03,12,1,0.886,1
4,1,1,0.38,8,4,0.143,0
4,0,1,0.45,1,8,0.127,0
5,0,1,0.62,13,3,0.088,0
5,0,1,0.27,3,2,0.151,0
5,1,1,0.09,5,2,0.201,0
0,0,0,0.07,2,2,0.767,1
9,0,1,0.22,1,9,0.222,0
0,0,0,0.24,8,7,0.831,1
0,0,0,0.27,14,7,0.811,1
0,0,0,0.42,2,4,0.725,1
2,1,1,0.37,13,4,0.046,0
2,0,1,0.11,1,6,0.284,0
8,0,1,0.45,10,4,0.28,0
0,0,0,0.21,11,4,0.704,1
0,0,0,0.07,4,5,0.775,1
0,0,0,0.31,14,5,0.717,1
6,1,1,0.21,11,7,0.278,0
8,0,1,0.71,8,7,0.115,0
0,0,0,0.37,2,1,0.756,1
10,0,1,0.56,2,5,0.097,0
5,1,1,0.17,6,3,0.095,0
4,0,1,0.39,10,8,0.154,0
3,0,1,0.14,3,9,0.059,0
3,0,1,0.12,6,6,0.047,0
0,0,0,0.52,2,4,0.771,1
0,0,0,0.11,5,1,0.856,1
7,0,1,0.11,14,5,0.244,0
8,1,1,0.28,8,9,0.138,0
6,0,1,0.43,13,9,0.046,0
0,0,0,0.32,14,8,0.839,1
2,1,1,0.2,8,5,0.054,0
4,0,1,0.31,13,9,0.113,0
0,0,0,0.51,2,8,0.86,1
6,0,1,0.32,11,5,0.066,0
4,1,1,0.33,9,8,0.166,0
3,1,1,0.14,14,8,0.149,0
0,0,0,0.12,11,5,0.781,1
8,0,1,0.26,2,5,0.022,0
0,0,0,0.34,3,3,0.712,1
3,0,1,0.4,12,9,0.225,0
0,0,0,0.6,13,3,0.965,1
0,0,0,0.15,1,6,0.823,1
4,0,1,0.11,7,7,0.232,0
0,0,0,0.16,9,6,0.864,1
3,0,1,0.32,11,6,0.2,0
0,0,0,0.05,4,5,0.923,1
3,0,1,0.2,1,8,0.235,0
0,0,0,0.16,13,6,0.801,1
7,0,1,0.2,8,8,0.148,0
0,0,0,0.48,6,2,0.84,1
0,0,0,0.31,6,2,0.875,1
9,0,1,0.25,11,8,0.217,0
10,1,1,0.29,13,5,0.067,0
0,0,0,0.59,11,1,0.864,1
0,0,0,0.66,2,9,0.714,1
4,0,1,0.01,13,5,0.126,0
10,1,1,0.2,12,6,0.025,0
0,0,0,0.35,7,2,0.946,1
0,0,0,0.26,10,8,0.787,1
0,0,0,0.1,2,9,0.76,1
0,0,0,0.08,14,6,0.788,1
7,0,1,0.21,4,1,0.121,0
4,0,1,0.28,13,5,0.02,0
0,0,0,0.11,11,5,0.704,1
8,0,1,0.36,10,1,0.025,0
0,0,0,0.17,6,7,0.949,1
5,1,1,0.26,6,4,0.097,0
2,0,1,0.12,1,5,0.086,0
0,0,0,0.31,1,7,0.751,1
0,0,0,0.67,14,8,0.805,1
0,0,0,0.11,10,2,0.823,1
9,0,1,0.16,3,3,0.241,0
7,0,1,0.29,5,9,0.039,0
0,0,0,0.07,9,5,0.787,1
0,0,0,0.37,10,9,0.782,1
0,0,0,0.07,9,4,0.707,1
0,0,0,0.24,9,4,0.718,1
8,0,1,0.29,14,3,0.245,0
2,0,1,0.3,7,1,0.043,0
6,0,1,0.44,7,9,0.11,0
0,0,0,0.19,1,7,0.785,1
0,0,0,0.17,6,6,0.97,1
10,0,1,0.08,12,1,0.118,0
0,0,0,0.44,7,5,0.818,1
10,0,1,0.41,10,3,0.096,0
4,0,1,0.45,12,5,0.069,0
0,0,0,0.19,5,8,0.711,1
0,0,0,0.28,8,6,0.785,1
7,0,1,0.14,4,7,0.066,0
3,0,1,0.55,2,4,0.221,0
0,0,0,0.3,4,9,0.883,1
0,0,0,0.33,10,4,0.705,1
3,0,1,0.47,2,1,0.223,0
10,0,1,0.2,4,4,0.075,0
9,0,1,0.23,13,7,0.117,0
0,0,0,0.79,9,5,0.811,1
0,0,0,0.18,14,1,0.779,1
2,0,1,0.19,3,7,0.166,0
0,0,0,0.44,12,3,0.876,1
4,1,1,0.31,5,5,0.281,0
0,0,0,0.17,13,7,0.939,1
0,0,0,0.22,14,9,0.916,1
0,0,0,0.17,8,8,0.712,1
10,1,1,0.11,4,9,0.126,0
0,0,0,0.09,4,7,0.82,1
7,1,1,0.75,2,8,0.119,0
0,0,0,0.24,13,5,0.75,1
10,1,1,0.56,3,2,0.031,0
4,1,1,0.4,11,8,0.196,0
0,0,0,0.31,11,8,0.725,1
0,0,0,0.3,1,6,0.978,1
0,0,0,0.32,5,8,0.766,1
0,0,0,0.54,10,6,0.829,1
0,0,0,0.81,11,3,0.899,1
3,1,1,0.24,6,8,0.095,0
8,0,1,0.47,1,7,0.18,0
0,0,0,0.32,14,7,0.968,1
7,1,1,0.61,11,6,0.092,0
6,0,1,0.09,6,3,0.25,0
0,0,0,0.17,5,9,0.712,1
0,0,0,0.52,10,5,0.726,1
3,0,1,0.28,1,9,0.131,0
3,0,1,0.12,7,4,0.141,0
4,0,1,0.41,6,5,0.235,0
6,0,1,0.57,9,6,0.288,0
6,1,1,0.23,6,6,0.075,0
4,1,1,0.29,3,7,0.07,0
0,0,0,0.16,13,3,0.851,1
0,0,0,0.26,12,1,0.96,1
6,1,1,0.22,10,5,0.111,0
0,0,0,0.17,7,1,0.851,1
0,0,0,0.22,9,9,0.731,1
0,0,0,0.37,5,5,0.835,1
0,0,0,0.22,12,5,0.807,1
6,0,1,0.21,3,9,0.179,0
7,0,1,0.05,12,7,0.246,0
0,0,0,0.33,2,3,0.919,1
9,0,1,0.16,9,3,0.211,0
9,0,1,0.32,5,8,0.149,0
0,0,0,0.04,4,5,0.921,1
0,0,0,0.11,1,3,0.858,1
0,0,0,0.1,10,3,0.726,1
0,0,0,0.31,6,2,0.971,1
4,0,1,0.11,1,6,0.079,0
5,0,1,0.15,6,6,0.225,0
0,0,0,0.14,10,7,0.828,1
3,0,1,0.27,9,9,0.166,0
5,1,1,0.2,12,6,0.049,0
4,0,1,0.11,3,9,0.145,0
6,0,1,0.09,13,9,0.251,0
0,0,0,0.66,3,1,0.829,1
0,0,0,0.23,10,3,0.954,1
3,0,1,0.22,11,4,0.171,0
0,0,0,0.37,9,2,0.741,1
8,0,1,0.32,13,7,0.194,0
0,0,0,0.46,7,1,0.958,1
7,0,1,0.74,7,1,0.137,0
8,0,1,0.25,5,7,0.209,0
2,0,1,0.27,7,1,0.296,0
0,0,0,0.34,9,5,0.85,1
0,0,0,0.4,5,7,0.733,1
7,0,1,0.6,3,4,0.04,0
6,0,1,0.17,2,5,0.285,0
0,0,0,0.04,6,8,0.707,1
3,0,1,0.49,4,1,0.169,0
0,0,0,0.29,4,8,0.846,1
2,0,1,0.43,6,7,0.093,0
0,0,0,0.03,9,4,0.904,1
7,0,1,0.44,14,9,0.284,0
0,0,0,0.3,12,6,0.898,1
0,0,0,0.26,4,2,0.843,1
4,0,1,0.22,4,5,0.173,0
4,1,1,0.26,3,8,0.172,0
0,0,0,0.44,8,9,0.962,1
5,0,1,0.64,14,8,0.279,0
6,1,1,0.38,3,2,0.268,0
10,1,1,0.39,7,2,0.129,0
0,0,0,0.39,14,1,0.895,1
10,1,1,0.12,12,6,0.201,0
0,0,0,0.32,2,3,0.965,1
0,0,0,0.51,14,7,0.894,1
9,0,1,0.41,12,2,0.196,0
4,0,1,0.19,4,6,0.195,0
9,1,1,0.19,13,5,0.269,0
0,0,0,0.04,11,4,0.801,1
0,0,0,0.19,1,2,0.919,1
7,0,1,0.17,12,9,0.295,0
0,0,0,0.22,14,1,0.965,1
5,1,1,0.13,1,7,0.268,0
10,0,1,0.33,6,4,0.057,0
10,0,1,0.31,11,4,0.229,0
10,1,1,0.29,3,9,0.046,0
0,0,0,0.48,5,5,0.817,1
0,0,0,0.38,11,7,0.962,1
8,1,1,0.36,8,7,0.026,0
0,0,0,0.25,14,2,0.807,1
0,0,0,0.37,10,8,0.815,1
9,0,1,0.22,7,8,0.045,0
7,0,1,0.37,9,8,0.13,0
0,0,0,0.25,3,6,0.939,1
0,0,0,0.48,5,9,0.901,1
0,0,0,0.16,12,5,0.961,1
0,0,0,0.29,8,3,0.915,1
10,0,1,0.34,10,3,0.032,0
6,1,1,0.28,10,1,0.168,0
0,0,0,0.14,4,4,0.716,1
0,0,0,0.28,7,1,0.961,1
0,0,0,0.19,13,8,0.789,1
6,0,1,0.01,7,5,0.281,0
0,0,0,0.27,11,3,0.743,1
9,0,1,0.29,13,4,0.076,0
5,0,1,0.24,9,7,0.228,0
0,0,0,0.21,7,6,0.713,1
7,0,1,0.17,7,3,0.058,0
10,1,1,0.27,4,2,0.042,0
0,0,0,0.05,14,2,0.898,1
0,0,0,0.5,7,8,0.857,1
0,0,0,0.07,11,2,0.815,1
2,0,1,0.14,3,7,0.282,0
2,0,1,0.11,7,3,0.08,0
5,0,1,0.17,8,5,0.293,0
5,1,1,0.53,6,7,0.137,0
0,0,0,0.22,7,7,0.969,1
9,0,1,0.29,14,2,0.034,0
4,0,1,0.29,4,2,0.24,0
0,0,0,0.14,12,3,0.737,1
9,0,1,0.62,4,7,0.027,0
6,0,1,0.16,2,1,0.096,0
0,0,0,0.55,9,7,0.902,1
0,0,0,0.22,11,1,0.909,1
7,0,1,0.45,14,8,0.121,0
0,0,0,0.34,12,2,0.945,1
0,0,0,0.23,12,3,0.754,1
6,0,1,0.16,11,3,0.086,0
7,0,1,0.14,12,4,0.286,0
0,0,0,0.47,4,5,0.925,1
0,0,0,0.19,9,3,0.719,1
3,0,1,0.18,10,2,0.292,0
5,0,1,0.35,6,1,0.056,0
0,0,0,0.53,12,8,0.875,1
0,0,0,0.38,1,6,0.88,1
2,1,1,0.24,7,2,0.293,0
0,0,0,0.13,14,1,0.799,1
9,1,1,0.37,7,5,0.18,0
0,0,0,0.58,11,9,0.802,1
7,0,1,0.15,10,2,0.28,0
0,0,0,0.08,13,5,0.791,1
7,0,1,0.23,10,4,0.29,0
0,0,0,0.12,3,8,0.718,1
0,0,0,0.6,13,1,0.782,1
0,0,0,0.1,1,8,0.96,1
9,1,1,0.13,2,9,0.208,0
7,0,1,0.32,13,3,0.244,0
5,0,1,0.42,9,1,0.055,0
10,0,1,0.25,9,7,0.131,0
0,0,0,0.22,5,2,0.961,1
0,0,0,0.26,6,9,0.802,1
2,0,1,0.48,8,5,0.115,0
0,0,0,0.34,9,4,0.724,1
9,0,1,0.16,9,9,0.076,0
0,0,0,0.19,2,2,0.926,1
0,0,0,0.11,11,9,0.721,1
8,0,1,0.47,6,4,0.138,0
2,0,1,0.53,4,2,0.2,0
0,0,0,0.44,7,1,0.812,1
0,0,0,0.24,8,5,0.829,1
0,0,0,0.3,1,3,0.974,1
3,0,1,0.54,12,7,0.24,0
0,0,0,0.52,8,7,0.865,1
3,0,1,0.02,8,7,0.296,0
3,1,1,0.13,8,2,0.28,0
0,0,0,0.1,1,1,0.964,1
3,0,1,0.27,5,3,0.069,0
0,0,0,0.19,11,8,0.713,1
0,0,0,0.05,1,1,0.874,1
0,0,0,0.05,11,9,0.961,1
10,1,1,0.41,1,3,0.262,0
0,0,0,0.69,9,2,0.945,1
0,0,0,0.03,10,3,0.93,1
0,0,0,0.4,10,4,0.771,1
5,1,1,0.08,1,9,0.169,0
0,0,0,0.47,4,7,0.94,1
0,0,0,0.21,3,9,0.786,1
7,0,1,0.28,6,9,0.181,0
10,0,1,0.05,5,2,0.073,0
0,0,0,0.15,14,9,0.964,1
2,1,1,0.45,13,8,0.208,0
5,0,1,0.28,4,4,0.083,0
0,0,0,0.27,14,4,0.742,1
2,1,1,0.26,3,3,0.197,0
6,1,1,0.21,14,2,0.214,0
4,0,1,0.38,10,7,0.285,0
2,0,1,0.28,2,1,0.046,0
6,0,1,0.08,10,4,0.068,0
0,0,0,0.19,8,6,0.835,1
0,0,0,0.04,13,7,0.832,1
0,0,0,0.25,6,7,0.712,1
4,1,1,0.58,4,1,0.284,0
7,1,1,0.26,13,1,0.048,0
6,0,1,0.27,13,9,0.277,0
0,0,0,0.48,7,2,0.769,1
0,0,0,0.25,10,1,0.877,1
4,1,1,0.11,9,8,0.038,0
9,0,1,0.23,2,1,0.231,0
0,0,0,0.35,12,3,0.843,1
10,0,1,0.33,3,7,0.171,0
0,0,0,0.14,4,2,0.941,1
0,0,0,0.17,8,5,0.979,1
0,0,0,0.28,13,9,0.756,1
0,0,0,0.14,13,3,0.87,1
0,0,0,0.34,13,8,0.795,1
5,1,1,0.17,9,4,0.095,0
0,0,0,0.2,11,4,0.737,1
9,0,1,0.36,14,8,0.29,0
4,0,1,0.32,5,9,0.218,0
0,0,0,0.15,9,6,0.838,1
6,1,1,0.15,14,3,0.139,0
10,0,1,0.25,6,2,0.256,0
0,0,0,0.38,1,1,0.947,1
3,0,1,0.08,1,9,0.06,0
0,0,0,0.2,11,7,0.903,1
8,1,1,0.22,1,5,0.072,0
0,0,0,0.39,6,5,0.768,1
8,0,1,0.06,10,3,0.291,0
0,0,0,0.42,10,9,0.819,1
9,0,1,0.51,8,8,0.103,0
6,0,1,0.25,10,6,0.05,0
3,1,1,0.49,4,8,0.056,0
0,0,0,0.39,9,1,0.832,1
0,0,0,0.08,3,3,0.808,1
0,0,0,0.28,11,2,0.917,1
0,0,0,0.28,12,1,0.866,1
0,0,0,0.23,10,4,0.726,1
3,0,1,0.05,5,4,0.026,0
7,0,1,0.55,12,4,0.257,0
0,0,0,0.17,4,7,0.874,1
0,0,0,0.07,6,8,0.943,1
7,0,1,0.25,7,9,0.247,0
10,0,1,0.3,5,1,0.276,0
5,1,1,0.65,13,8,0.205,0
0,0,0,0.06,4,1,0.91,1
6,0,1,0.25,5,7,0.269,0
0,0,0,0.26,7,2,0.784,1
0,0,0,0.35,4,8,0.9,1
2,0,1,0.45,4,9,0.088,0
2,0,1,0.23,4,3,0.204,0
2,0,1,0.3,12,4,0.071,0
0,0,0,0.34,14,9,0.754,1
0,0,0,0.07,14,7,0.777,1
0,0,0,0.18,14,2,0.801,1
10,0,1,0.02,4,3,0.044,0
0,0,0,0.16,10,2,0.731,1
0,0,0,0.37,8,2,0.801,1
0,0,0,0.09,5,7,0.888,1
7,1,1,0.22,5,2,0.156,0
6,0,1,0.17,5,1,0.024,0
0,0,0,0.12,12,8,0.919,1
7,1,1,0.08,9,5,0.067,0
6,1,1,0.07,2,9,0.26,0
9,0,1,0.16,8,7,0.082,0
9,1,1,0.29,7,4,0.108,0
2,0,1,0.46,12,9,0.133,0
6,1,1,0.44,7,2,0.262,0
6,0,1,0.32,8,2,0.176,0
0,0,0,0.27,11,4,0.786,1
0,0,0,0.17,14,9,0.837,1
0,0,0,0.15,3,5,0.947,1
7,0,1,0.54,5,5,0.164,0
9,0,1,0.42,1,7,0.108,0
5,1,1,0.2,12,1,0.028,0
0,0,0,0.45,4,8,0.73,1
7,1,1,0.21,13,4,0.084,0
0,0,0,0.4,7,8,0.76,1
6,1,1,0.57,4,1,0.041,0
0,0,0,0.15,8,3,0.944,1
7,0,1,0.35,10,9,0.203,0
0,0,0,0.35,1,9,0.905,1
0,0,0,0.09,7,6,0.953,1
3,0,1,0.18,3,1,0.137,0
0,0,0,0.44,9,6,0.885,1
8,0,1,0.34,7,8,0.021,0
0,0,0,0.24,6,9,0.849,1
10,1,1,0.15,13,9,0.234,0
0,0,0,0.25,13,2,0.942,1
0,0,0,0.09,10,6,0.937,1
0,0,0,0.42,2,9,0.945,1
0,0,0,0.07,11,9,0.765,1
0,0,0,0.06,11,6,0.776,1
0,0,0,0.4,6,9,0.712,1
4,0,1,0.16,13,8,0.079,0
0,0,0,0.29,6,7,0.845,1
0,0,0,0.5,10,1,0.951,1
0,0,0,0.14,13,8,0.885,1
0,0,0,0.17,7,3,0.963,1
3,0,1,0.19,12,8,0.277,0
7,0,1,0.09,2,2,0.262,0
2,0,1,0.28,13,8,0.285,0
0,0,0,0.26,2,9,0.752,1
2,1,1,0.46,4,2,0.028,0
3,1,1,0.32,5,4,0.051,0
10,0,1,0.75,4,9,0.274,0
8,0,1,0.33,5,2,0.081,0
0,0,0,0.34,2,5,0.974,1
0,0,0,0.37,11,3,0.846,1
9,0,1,0.28,12,1,0.124,0
6,0,1,0.21,5,3,0.238,0
4,1,1,0.22,11,9,0.112,0
0,0,0,0.27,10,7,0.77,1
0,0,0,0.35,10,8,0.741,1
0,0,0,0.13,5,3,0.816,1
3,1,1,0.23,10,2,0.108,0
0,0,0,0.05,2,9,0.914,1
0,0,0,0.31,1,5,0.758,1
10,1,1,0.42,11,4,0.284,0
6,1,1,0.07,4,8,0.141,0
0,0,0,0.41,12,1,0.96,1
2,1,1,0.28,1,8,0.065,0
0,0,0,0.61,8,6,0.773,1
0,0,0,0.6,2,4,0.726,1
0,0,0,0.51,4,9,0.836,1
0,0,0,0.31,3,9,0.822,1
0,0,0,0.38,2,8,0.944,1
0,0,0,0.17,7,6,0.766,1
0,0,0,0.47,12,5,0.98,1
0,0,0,0.19,1,3,0.742,1
7,0,1,0.38,7,4,0.172,0
9,0,1,0.39,4,9,0.132,0
10,1,1,0.47,4,8,0.187,0
0,0,0,0.53,9,4,0.955,1
0,0,0,0.75,10,6,0.854,1
0,0,0,0.08,2,9,0.786,1
0,0,0,0.33,1,5,0.796,1
10,1,1,0.34,8,4,0.03,0
0,0,0,0.1,7,7,0.961,1
0,0,0,0.1,14,1,0.846,1
5,1,1,0.55,9,2,0.085,0
3,1,1,0.31,13,2,0.058,0
3,1,1,0.36,5,8,0.149,0
0,0,0,0.33,8,5,0.737,1
0,0,0,0.2,12,2,0.968,1
0,0,0,0.35,1,5,0.909,1
0,0,0,0.62,14,6,0.789,1
5,0,1,0.24,6,7,0.246,0
0,0,0,0.45,11,5,0.86,1
0,0,0,0.16,3,7,0.869,1
10,0,1,0.59,4,5,0.113,0
2,1,1,0.42,14,4,0.209,0
0,0,0,0.27,6,6,0.928,1
0,0,0,0.13,4,8,0.888,1
4,1,1,0.23,14,8,0.244,0
5,0,1,0.19,4,2,0.282,0
0,0,0,0.52,10,9,0.833,1
0,0,0,0.16,2,9,0.74,1
8,0,1,0.24,9,4,0.208,0
0,0,0,0.25,6,2,0.879,1
5,1,1,0.46,8,3,0.229,0
8,0,1,0.01,3,5,0.043,0
9,0,1,0.41,5,6,0.18,0
0,0,0,0.46,11,1,0.883,1
0,0,0,0.47,3,6,0.903,1
4,0,1,0.09,11,3,0.255,0
7,0,1,0.27,5,1,0.071,0
0,0,0,0.24,9,3,0.885,1
0,0,0,0.24,3,1,0.87,1
0,0,0,0.41,3,5,0.858,1
0,0,0,0.16,8,2,0.856,1
0,0,0,0.33,2,3,0.705,1
0,0,0,0.39,10,5,0.87,1
2,0,1,0.23,11,2,0.257,0
3,0,1,0.19,9,8,0.055,0
0,0,0,0.34,13,5,0.772,1
0,0,0,0.29,6,8,0.927,1
2,0,1,0.07,10,6,0.131,0
6,1,1,0.45,10,1,0.173,0
7,1,1,0.12,5,2,0.169,0
0,0,0,0.36,9,4,0.931,1
9,1,1,0.13,5,2,0.247,0
0,0,0,0.27,5,6,0.885,1
7,0,1,0.34,2,2,0.159,0
9,0,1,0.3,1,9,0.246,0
0,0,0,0.68,5,6,0.81,1
0,0,0,0.27,10,5,0.817,1
0,0,0,0.19,1,7,0.878,1
0,0,0,0.1,8,9,0.838,1
9,1,1,0.13,4,8,0.218,0
0,0,0,0.3,2,7,0.783,1
0,0,0,0.15,2,9,0.745,1
0,0,0,0.5,5,9,0.758,1
7,0,1,0.51,12,5,0.262,0
0,0,0,0.29,14,5,0.738,1
3,0,1,0.19,12,5,0.044,0
5,0,1,0.28,12,7,0.222,0
7,0,1,0.14,6,4,0.276,0
0,0,0,0.25,2,9,0.801,1
0,0,0,0.33,5,3,0.816,1
0,0,0,0.17,11,6,0.75,1
2,0,1,0.36,9,4,0.237,0
0,0,0,0.42,4,9,0.732,1
0,0,0,0.31,2,8,0.808,1
0,0,0,0.07,8,1,0.807,1
0,0,0,0.25,13,9,0.875,1
0,0,0,0.28,3,9,0.948,1
8,0,1,0.27,4,6,0.112,0
5,0,1,0.35,9,5,0.11,0
0,0,0,0.2,10,8,0.785,1
4,0,1,0.05,12,6,0.248,0
4,0,1,0.09,3,8,0.128,0
8,0,1,0.43,1,9,0.076,0
3,1,1,0.26,12,9,0.284,0
0,0,0,0.1,12,2,0.824,1
8,1,1,0.29,2,6,0.052,0
0,0,0,0.16,14,5,0.722,1
7,0,1,0.4,5,3,0.116,0
5,0,1,0.17,11,4,0.063,0
0,0,0,0.34,3,3,0.826,1
10,0,1,0.11,2,3,0.231,0
2,0,1,0.16,1,1,0.184,0
6,1,1,0.51,13,7,0.15,0
9,0,1,0.12,10,4,0.271,0
0,0,0,0.32,14,8,0.933,1
8,1,1,0.2,1,8,0.127,0
10,0,1,0.39,12,5,0.047,0
0,0,0,0.34,3,4,0.853,1
0,0,0,0.54,6,3,0.756,1
2,1,1,0.22,7,6,0.079,0
0,0,0,0.33,12,8,0.719,1
0,0,0,0.17,13,1,0.703,1
2,1,1,0.32,5,4,0.033,0
5,0,1,0.7,11,1,0.066,0
0,0,0,0.36,2,2,0.917,1
6,0,1,0.05,14,9,0.086,0
0,0,0,0.13,6,3,0.772,1
6,1,1,0.21,11,3,0.07,0
3,0,1,0.19,1,9,0.07,0
0,0,0,0.09,5,1,0.786,1
7,1,1,0.06,13,1,0.117,0
5,1,1,0.15,1,2,0.027,0
0,0,0,0.55,2,2,0.887,1
6,0,1,0.23,13,3,0.207,0
0,0,0,0.28,3,6,0.733,1
3,0,1,0.43,8,9,0.143,0
2,0,1,0.34,7,6,0.263,0
0,0,0,0.46,10,7,0.917,1
0,0,0,0.04,8,3,0.929,1
0,0,0,0.16,7,8,0.77,1
0,0,0,0.43,7,4,0.928,1
0,0,0,0.09,3,7,0.834,1
0,0,0,0.16,3,1,0.85,1
0,0,0,0.35,10,2,0.824,1
9,1,1,0.16,8,4,0.049,0
4,1,1,0.21,6,3,0.212,0
0,0,0,0.43,4,3,0.779,1
0,0,0,0.16,10,7,0.931,1
6,1,1,0.07,5,7,0.083,0
10,0,1,0.25,12,5,0.153,0
0,0,0,0.25,14,4,0.958,1
0,0,0,0.15,6,6,0.97,1
0,0,0,0.45,14,4,0.975,1
0,0,0,0.11,5,8,0.965,1
0,0,0,0.19,13,6,0.764,1
6,0,1,0.59,13,4,0.062,0
4,0,1,0.23,12,4,0.225,0
10,0,1,0.16,6,6,0.098,0
3,1,1,0.23,3,6,0.03,0
0,0,0,0.54,2,7,0.825,1
9,0,1,0.56,9,9,0.053,0
4,0,1,0.31,9,8,0.275,0
5,1,1,0.08,5,4,0.069,0
5,0,1,0.36,1,9,0.026,0
5,0,1,0.36,5,6,0.22,0
0,0,0,0.17,9,5,0.752,1
10,0,1,0.04,14,3,0.073,0
7,0,1,0.14,11,5,0.079,0
5,0,1,0.1,4,6,0.142,0
8,1,1,0.46,7,5,0.033,0
0,0,0,0.16,6,8,0.952,1
0,0,0,0.43,9,1,0.837,1
10,0,1,0.51,7,1,0.282,0
0,0,0,0.11,3,1,0.827,1
0,0,0,0.51,11,8,0.895,1
0,0,0,0.17,8,5,0.953,1
0,0,0,0.03,2,7,0.872,1
2,0,1,0.16,10,2,0.213,0
6,0,1,0.13,6,4,0.057,0
10,0,1,0.13,6,7,0.256,0
0,0,0,0.23,12,5,0.969,1
6,0,1,0.33,12,4,0.063,0
0,0,0,0.25,3,9,0.802,1
5,0,1,0.13,1,8,0.044,0
0,0,0,0.43,10,7,0.908,1
7,0,1,0.38,3,9,0.289,0
3,0,1,0.53,4,2,0.245,0
9,0,1,0.18,11,2,0.08,0
4,0,1,0.23,7,1,0.098,0
0,0,0,0.19,1,7,0.938,1
10,0,1,0.07,7,8,0.082,0
0,0,0,0.51,1,1,0.872,1
10,1,1,0.34,11,5,0.152,0
0,0,0,0.39,6,6,0.785,1
6,0,1,0.23,1,9,0.11,0
7,0,1,0.23,7,7,0.175,0
0,0,0,0.16,9,7,0.704,1
5,0,1,0.15,12,2,0.299,0
0,0,0,0.16,10,3,0.784,1
0,0,0,0.11,10,7,0.803,1
3,1,1,0.5,9,9,0.104,0
